GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33
620L200US15021,15021,"State House District 21 (2010), Hawaii",2460,382,63.6,9.5,36.4,9.5,1771,473,74.2,13.0,25.8,13.0,504,188,77.0,16.1,23.0,16.1,67.1,14.8,30.6,19.1,69.4,19.1,94.8,5.8,68.5,15.1,31.5,15.1,100.0,3.4,58.9,11.9,41.1,11.9,100.0,6.4,53.3,17.0,46.7,17.0,83.6,13.2,57.8,31.8,42.2,31.8,52.4,12.1,77.1,11.8,22.9,11.8,20.2,6.1,86.2,9.4,13.8,9.4,2.9,1.0,73.5,15.1,26.5,15.1,1877,450,(X),(X),(X),(X),57.1,12.0,69.2,18.7,30.8,18.7,854,235,(X),(X),(X),(X),52.1,16.0,78.2,29.2,21.8,29.2,1023,319,(X),(X),(X),(X),61.2,14.7,62.8,17.8,37.2,17.8
620L200US15022,15022,"State House District 22 (2010), Hawaii",2127,398,85.9,5.0,14.1,5.0,2972,460,83.2,6.9,16.8,6.9,1078,360,61.8,13.3,38.2,13.3,70.2,19.9,49.0,24.1,51.0,24.1,92.4,6.2,89.6,6.5,10.4,6.5,93.6,5.9,87.4,8.8,12.6,8.8,89.3,11.5,74.5,16.4,25.5,16.4,96.8,3.9,76.8,17.3,23.2,17.3,66.4,7.7,89.4,6.3,10.6,6.3,29.5,6.6,74.2,11.5,25.8,11.5,4.4,1.3,57.6,13.9,42.4,13.9,3082,445,(X),(X),(X),(X),67.3,7.2,85.4,8.6,14.6,8.6,1362,293,(X),(X),(X),(X),66.2,10.8,92.3,8.4,7.7,8.4,1720,306,(X),(X),(X),(X),68.1,8.9,80.1,13.1,19.9,13.1
620L200US15023,15023,"State House District 23 (2010), Hawaii",1815,436,79.5,8.3,20.5,8.3,2783,835,48.7,11.2,51.3,11.2,1122,340,43.9,12.0,56.1,12.0,80.2,15.2,8.3,11.5,91.7,11.5,92.5,10.0,69.7,14.3,30.3,14.3,97.6,2.8,83.8,11.7,16.2,11.7,100.0,9.0,93.6,8.1,6.4,8.1,77.2,15.5,51.2,33.0,48.8,33.0,57.2,11.8,50.1,11.6,49.9,11.6,25.5,5.4,39.2,13.7,60.8,13.7,4.4,1.2,59.8,17.9,40.2,17.9,3482,852,(X),(X),(X),(X),56.2,12.6,49.3,13.1,50.7,13.1,1538,405,(X),(X),(X),(X),51.7,15.3,54.1,13.7,45.9,13.7,1944,556,(X),(X),(X),(X),59.8,14.0,46.0,17.6,54.0,17.6
620L200US15024,15024,"State House District 24 (2010), Hawaii",2638,287,52.7,7.6,47.3,7.6,3519,706,82.8,8.5,17.2,8.5,902,559,88.9,5.4,11.1,5.4,86.0,13.2,30.0,16.3,70.0,16.3,96.7,2.7,52.6,11.5,47.4,11.5,100.0,3.5,48.1,13.7,51.9,13.7,96.9,4.8,48.5,17.4,51.5,17.4,94.3,5.2,66.3,19.5,33.7,19.5,84.1,7.6,90.1,6.6,9.9,6.6,28.5,10.1,86.4,9.1,13.6,9.1,3.2,0.9,84.1,9.7,15.9,9.7,3754,701,(X),(X),(X),(X),82.5,5.7,84.5,8.9,15.5,8.9,1630,434,(X),(X),(X),(X),80.9,8.9,90.2,7.1,9.8,7.1,2124,431,(X),(X),(X),(X),83.7,5.6,80.2,12.9,19.8,12.9
620L200US15025,15025,"State House District 25 (2010), Hawaii",2839,461,75.7,7.7,24.3,7.7,1832,365,73.5,8.9,26.5,8.9,653,240,83.8,9.6,16.2,9.6,51.3,20.1,27.5,16.2,72.5,16.2,92.4,5.8,64.6,11.7,35.4,11.7,95.8,6.7,82.0,9.1,18.0,9.1,97.3,3.7,81.3,10.6,18.7,10.6,80.5,12.7,83.1,17.5,16.9,17.5,55.7,9.0,78.4,11.6,21.6,11.6,17.9,4.7,76.0,13.2,24.0,13.2,3.2,0.9,69.7,11.5,30.3,11.5,2561,393,(X),(X),(X),(X),54.3,7.9,77.3,11.8,22.7,11.8,1409,262,(X),(X),(X),(X),50.5,11.0,80.8,15.2,19.2,15.2,1152,260,(X),(X),(X),(X),58.9,11.0,73.6,17.1,26.4,17.1
620L200US15026,15026,"State House District 26 (2010), Hawaii",2957,430,71.4,8.2,28.6,8.2,1404,253,73.2,8.6,26.8,8.6,393,120,63.9,17.8,36.1,17.8,38.6,13.9,56.5,28.1,43.5,28.1,98.3,2.2,68.9,11.5,31.1,11.5,97.7,2.6,74.9,10.9,25.1,10.9,98.5,2.0,66.9,10.9,33.1,10.9,76.6,12.2,89.6,15.0,10.4,15.0,28.1,10.2,77.7,13.1,22.3,13.1,22.1,5.0,63.2,12.2,36.8,12.2,2.0,0.6,71.8,17.0,28.2,17.0,1912,406,(X),(X),(X),(X),31.5,9.0,82.4,10.8,17.6,10.8,982,291,(X),(X),(X),(X),35.0,12.8,75.3,16.8,24.7,16.8,930,264,(X),(X),(X),(X),27.8,11.5,91.9,9.9,8.1,9.9
620L200US15027,15027,"State House District 27 (2010), Hawaii",3174,418,76.7,5.4,23.3,5.4,1237,220,89.4,5.3,10.6,5.3,260,135,66.2,18.6,33.8,18.6,61.7,22.8,60.6,25.4,39.4,25.4,98.2,2.2,88.8,6.8,11.2,6.8,96.5,2.9,77.6,7.4,22.4,7.4,93.0,6.1,64.4,10.2,35.6,10.2,70.6,17.0,84.3,13.5,15.7,13.5,46.7,11.2,81.0,12.5,19.0,12.5,16.5,5.2,84.1,12.5,15.9,12.5,2.4,1.0,84.8,9.6,15.2,9.6,1590,324,(X),(X),(X),(X),49.5,9.8,86.7,9.0,13.3,9.0,807,234,(X),(X),(X),(X),38.9,12.0,100.0,9.8,0.0,9.8,783,184,(X),(X),(X),(X),60.4,13.1,77.8,14.0,22.2,14.0
620L200US15028,15028,"State House District 28 (2010), Hawaii",3129,368,77.1,6.8,22.9,6.8,1516,288,68.6,9.7,31.4,9.7,496,115,56.7,13.5,43.3,13.5,50.0,17.9,53.2,24.0,46.8,24.0,91.0,7.0,78.9,9.3,21.1,9.3,98.0,3.2,74.0,8.2,26.0,8.2,89.7,7.7,72.5,16.1,27.5,16.1,59.8,20.3,71.7,17.6,28.3,17.6,57.3,8.9,64.0,12.6,36.0,12.6,13.8,3.3,74.6,12.4,25.4,12.4,2.5,0.8,74.2,11.1,25.8,11.1,2388,367,(X),(X),(X),(X),51.0,7.9,64.3,10.9,35.7,10.9,1236,251,(X),(X),(X),(X),37.7,9.7,86.3,8.6,13.7,8.6,1152,255,(X),(X),(X),(X),65.2,10.3,50.6,14.2,49.4,14.2
620L200US15029,15029,"State House District 29 (2010), Hawaii",4685,444,92.9,2.7,7.1,2.7,1208,216,74.2,8.3,25.8,8.3,65,50,61.5,30.0,38.5,30.0,41.7,11.9,95.7,7.4,4.3,7.4,94.9,3.7,89.4,5.7,10.6,5.7,100.0,1.8,92.4,3.6,7.6,3.6,82.3,9.8,98.5,2.4,1.5,2.4,37.8,12.7,80.0,16.9,20.0,16.9,27.9,6.3,78.8,13.0,21.2,13.0,12.2,3.9,71.4,13.2,28.6,13.2,2.6,0.9,82.7,10.5,17.3,10.5,2937,426,(X),(X),(X),(X),26.5,5.9,75.9,11.7,24.1,11.7,1498,306,(X),(X),(X),(X),22.6,6.8,90.8,9.6,9.2,9.6,1439,240,(X),(X),(X),(X),30.5,7.9,64.5,17.9,35.5,17.9
620L200US15030,15030,"State House District 30 (2010), Hawaii",4042,501,86.6,4.6,13.4,4.6,1141,228,78.6,9.2,21.4,9.2,133,74,82.7,22.6,17.3,22.6,57.5,15.0,49.1,19.8,50.9,19.8,96.7,2.7,89.0,5.7,11.0,5.7,98.3,1.5,84.7,6.0,15.3,6.0,99.3,1.7,87.9,7.2,12.1,7.2,85.0,8.6,78.9,15.9,21.1,15.9,29.3,8.4,76.5,13.5,23.5,13.5,8.5,3.2,95.3,7.1,4.7,7.1,2.6,1.3,69.7,30.3,30.3,30.3,2125,326,(X),(X),(X),(X),34.0,8.6,71.4,13.0,28.6,13.0,1187,240,(X),(X),(X),(X),34.7,10.3,66.0,16.4,34.0,16.4,938,213,(X),(X),(X),(X),33.2,12.0,78.5,15.8,21.5,15.8
620L200US15031,15031,"State House District 31 (2010), Hawaii",3558,419,86.0,5.2,14.0,5.2,1338,257,77.0,7.2,23.0,7.2,302,115,56.0,21.2,44.0,21.2,64.1,19.4,24.6,17.7,75.4,17.7,97.4,2.9,86.8,6.4,13.2,6.4,94.1,6.6,88.4,6.9,11.6,6.9,99.3,1.1,80.8,11.1,19.2,11.1,75.7,12.1,96.9,4.8,3.1,4.8,36.3,10.0,75.0,14.7,25.0,14.7,14.7,5.2,63.5,17.0,36.5,17.0,3.5,1.0,69.8,12.6,30.2,12.6,1803,302,(X),(X),(X),(X),40.2,9.1,82.2,10.5,17.8,10.5,993,205,(X),(X),(X),(X),39.1,11.7,76.5,17.5,23.5,17.5,810,187,(X),(X),(X),(X),41.5,11.9,88.7,11.8,11.3,11.8
620L200US15032,15032,"State House District 32 (2010), Hawaii",8460,554,86.2,3.7,13.8,3.7,3618,462,72.9,4.4,27.1,4.4,707,165,48.8,15.8,51.2,15.8,49.2,8.4,40.4,12.5,59.6,12.5,97.2,1.8,86.6,4.5,13.4,4.5,98.8,1.5,84.1,5.2,15.9,5.2,99.6,1.2,87.9,5.9,12.1,5.9,45.0,10.8,76.4,11.0,23.6,11.0,21.7,4.5,72.3,9.0,27.7,9.0,21.5,2.8,76.6,7.0,23.4,7.0,6.7,1.3,54.4,10.2,45.6,10.2,5960,684,(X),(X),(X),(X),22.5,3.6,72.2,8.2,27.8,8.2,3593,519,(X),(X),(X),(X),16.6,3.7,80.2,10.1,19.8,10.1,2367,312,(X),(X),(X),(X),31.5,6.4,65.7,13.0,34.3,13.0
620L200US15033,15033,"State House District 33 (2010), Hawaii",3420,468,69.6,5.9,30.4,5.9,1199,228,61.6,10.1,38.4,10.1,259,105,36.7,20.6,63.3,20.6,37.6,15.9,41.4,21.2,58.6,21.2,95.3,4.5,72.7,11.7,27.3,11.7,99.6,0.9,73.8,10.4,26.2,10.4,95.6,4.9,55.0,11.0,45.0,11.0,81.0,11.5,81.3,17.1,18.7,17.1,29.9,7.7,65.3,16.1,34.7,16.1,20.2,5.6,51.2,14.9,48.8,14.9,2.3,0.8,61.0,16.1,39.0,16.1,1901,300,(X),(X),(X),(X),30.8,6.5,72.2,12.3,27.8,12.3,1039,230,(X),(X),(X),(X),17.8,6.9,84.3,12.2,15.7,12.2,862,188,(X),(X),(X),(X),46.5,13.0,66.6,17.6,33.4,17.6
620L200US15034,15034,"State House District 34 (2010), Hawaii",3095,384,73.1,6.8,26.9,6.8,1453,265,73.0,8.2,27.0,8.2,200,65,80.0,16.9,20.0,16.9,48.7,15.1,17.8,12.6,82.2,12.6,97.6,2.9,81.7,7.8,18.3,7.8,96.3,3.6,74.8,9.0,25.2,9.0,95.8,4.5,57.8,11.6,42.2,11.6,46.2,14.1,76.9,14.0,23.1,14.0,23.7,6.5,75.4,11.4,24.6,11.4,14.5,4.0,73.8,15.1,26.2,15.1,3.0,0.9,63.2,17.1,36.8,17.1,3150,465,(X),(X),(X),(X),25.3,6.1,80.0,9.6,20.0,9.6,2264,408,(X),(X),(X),(X),20.7,5.9,79.7,14.4,20.3,14.4,886,182,(X),(X),(X),(X),36.9,10.3,80.4,13.7,19.6,13.7
620L200US15035,15035,"State House District 35 (2010), Hawaii",4581,553,83.7,3.8,16.3,3.8,1558,257,72.4,7.4,27.6,7.4,179,78,61.5,22.3,38.5,22.3,36.8,12.7,36.2,26.9,63.8,26.9,97.0,2.7,80.9,6.4,19.1,6.4,99.7,0.7,84.5,5.1,15.5,5.1,92.3,4.6,88.2,5.9,11.8,5.9,59.6,14.7,69.6,11.5,30.4,11.5,32.0,8.7,75.5,12.8,24.5,12.8,14.2,3.8,63.0,16.0,37.0,16.0,2.2,0.9,71.4,16.6,28.6,16.6,2971,647,(X),(X),(X),(X),37.3,8.2,74.4,9.3,25.6,9.3,1753,591,(X),(X),(X),(X),28.2,9.1,70.6,12.7,29.4,12.7,1218,249,(X),(X),(X),(X),50.5,9.0,77.4,12.2,22.6,12.2
620L200US15036,15036,"State House District 36 (2010), Hawaii",3574,469,86.8,3.8,13.2,3.8,1164,194,82.4,5.9,17.6,5.9,119,68,79.0,21.4,21.0,21.4,31.4,12.3,23.3,13.7,76.7,13.7,92.8,6.3,89.5,5.9,10.5,5.9,98.6,2.2,83.7,6.2,16.3,6.2,98.1,2.1,87.2,6.8,12.8,6.8,60.3,18.5,76.4,19.7,23.6,19.7,31.9,11.9,96.4,5.2,3.6,5.2,16.1,4.8,86.7,10.7,13.3,10.7,2.7,0.8,68.7,12.5,31.3,12.5,1487,397,(X),(X),(X),(X),32.8,10.5,88.9,10.8,11.1,10.8,868,350,(X),(X),(X),(X),25.8,13.7,90.6,11.3,9.4,11.3,619,180,(X),(X),(X),(X),42.6,13.9,87.5,16.2,12.5,16.2
620L200US15037,15037,"State House District 37 (2010), Hawaii",4115,304,88.3,3.1,11.7,3.1,1800,303,76.7,7.7,23.3,7.7,338,117,69.2,17.8,30.8,17.8,67.4,15.1,52.8,22.9,47.2,22.9,99.5,0.9,90.0,4.5,10.0,4.5,98.5,2.1,85.4,4.9,14.6,4.9,97.8,2.2,88.8,5.8,11.2,5.8,68.9,14.4,83.2,9.6,16.8,9.6,42.4,9.1,70.3,11.9,29.7,11.9,20.6,4.8,77.9,12.6,22.1,12.6,3.2,1.2,72.0,16.4,28.0,16.4,2002,285,(X),(X),(X),(X),44.4,8.6,73.9,10.3,26.1,10.3,1115,214,(X),(X),(X),(X),36.4,9.9,65.8,14.7,34.2,14.7,887,171,(X),(X),(X),(X),54.5,11.1,80.7,10.0,19.3,10.0
620L200US15038,15038,"State House District 38 (2010), Hawaii",7350,547,76.8,4.3,23.2,4.3,1785,287,72.9,6.5,27.1,6.5,423,174,66.9,16.8,33.1,16.8,58.1,12.9,32.8,13.3,67.2,13.3,97.3,2.4,84.7,5.8,15.3,5.8,100.0,1.1,73.7,5.9,26.3,5.9,100.0,2.0,71.7,9.6,28.3,9.6,88.7,7.5,66.7,15.1,33.3,15.1,44.2,8.3,83.4,8.7,16.6,8.7,12.3,3.8,69.6,15.9,30.4,15.9,3.2,1.1,61.7,13.5,38.3,13.5,2571,372,(X),(X),(X),(X),46.3,6.6,78.9,7.3,21.1,7.3,1468,337,(X),(X),(X),(X),42.9,10.2,86.2,10.0,13.8,10.0,1103,253,(X),(X),(X),(X),50.9,11.3,70.8,12.8,29.2,12.8
620L200US15039,15039,"State House District 39 (2010), Hawaii",4315,540,89.5,3.1,10.5,3.1,991,202,74.4,10.9,25.6,10.9,263,117,40.3,22.5,59.7,22.5,51.2,13.6,73.6,16.0,26.4,16.0,95.9,3.1,92.5,4.3,7.5,4.3,96.5,2.7,91.0,4.9,9.0,4.9,100.0,3.4,80.3,8.9,19.7,8.9,43.0,12.8,85.3,12.1,14.7,12.1,22.0,6.8,79.6,14.4,20.4,14.4,17.3,4.8,63.8,16.7,36.2,16.7,1.5,0.7,56.5,24.5,43.5,24.5,2403,438,(X),(X),(X),(X),21.3,5.7,76.5,13.0,23.5,13.0,1396,331,(X),(X),(X),(X),15.1,7.9,88.6,13.9,11.4,13.9,1007,229,(X),(X),(X),(X),29.8,9.1,68.0,17.3,32.0,17.3
620L200US15040,15040,"State House District 40 (2010), Hawaii",8429,629,83.3,3.3,16.7,3.3,2653,469,63.7,8.1,36.3,8.1,652,206,53.4,16.1,46.6,16.1,49.3,13.2,51.9,19.4,48.1,19.4,96.4,2.7,85.1,4.9,14.9,4.9,99.7,0.5,79.8,5.2,20.2,5.2,97.8,2.0,79.8,7.6,20.2,7.6,72.0,8.6,77.1,11.1,22.9,11.1,40.6,9.1,62.8,14.2,37.2,14.2,18.7,4.2,64.5,10.8,35.5,10.8,4.4,1.1,55.6,14.4,44.4,14.4,3801,492,(X),(X),(X),(X),41.4,8.4,65.2,10.2,34.8,10.2,2015,362,(X),(X),(X),(X),39.1,11.9,73.6,14.9,26.4,14.9,1786,293,(X),(X),(X),(X),44.1,10.9,56.9,15.7,43.1,15.7
620L200US15041,15041,"State House District 41 (2010), Hawaii",4621,560,82.8,4.6,17.2,4.6,1505,285,76.4,7.7,23.6,7.7,345,172,44.6,24.6,55.4,24.6,42.9,13.6,30.2,18.4,69.8,18.4,94.9,3.3,93.0,4.0,7.0,4.0,99.5,0.9,81.1,7.2,18.9,7.2,88.4,7.4,71.8,9.7,28.2,9.7,52.1,15.8,76.4,17.1,23.6,17.1,27.5,8.2,93.2,6.5,6.8,6.5,14.5,3.8,71.4,15.7,28.6,15.7,3.9,1.4,47.0,17.5,53.0,17.5,2566,380,(X),(X),(X),(X),30.3,6.0,88.8,7.0,11.2,7.0,1321,285,(X),(X),(X),(X),25.7,8.7,87.9,12.4,12.1,12.4,1245,201,(X),(X),(X),(X),35.1,9.8,89.5,9.0,10.5,9.0
620L200US15042,15042,"State House District 42 (2010), Hawaii",4858,582,88.5,3.7,11.5,3.7,2212,421,70.0,7.7,30.0,7.7,58,48,51.7,35.4,48.3,35.4,43.1,14.7,54.7,24.9,45.3,24.9,92.5,4.9,90.4,4.5,9.6,4.5,97.2,2.6,86.7,5.6,13.3,5.6,92.8,4.8,88.4,6.5,11.6,6.5,58.6,15.5,70.4,18.4,29.6,18.4,31.1,9.3,66.7,15.7,33.3,15.7,20.0,4.6,77.5,9.8,22.5,9.8,4.3,1.7,65.9,19.5,34.1,19.5,3060,530,(X),(X),(X),(X),29.3,8.0,66.7,13.1,33.3,13.1,1408,364,(X),(X),(X),(X),23.9,9.4,76.2,17.9,23.8,17.9,1652,318,(X),(X),(X),(X),33.9,12.9,61.1,17.3,38.9,17.3
620L200US15043,15043,"State House District 43 (2010), Hawaii",8115,661,85.3,3.1,14.7,3.1,3070,504,76.3,5.2,23.7,5.2,524,165,62.8,14.0,37.2,14.0,43.0,8.3,31.7,12.2,68.3,12.2,96.1,2.4,85.3,3.8,14.7,3.8,95.0,4.7,81.0,5.1,19.0,5.1,94.1,4.4,90.9,4.2,9.1,4.2,53.5,9.3,78.8,13.7,21.2,13.7,37.0,6.6,79.1,10.1,20.9,10.1,17.5,4.1,75.2,8.7,24.8,8.7,5.2,1.2,68.0,9.6,32.0,9.6,3923,431,(X),(X),(X),(X),37.1,6.0,77.3,8.7,22.7,8.7,1946,291,(X),(X),(X),(X),33.9,7.1,79.5,11.7,20.5,11.7,1977,305,(X),(X),(X),(X),40.2,8.7,75.5,11.7,24.5,11.7
620L200US15044,15044,"State House District 44 (2010), Hawaii",5602,491,92.9,2.8,7.1,2.8,1011,240,75.5,10.4,24.5,10.4,286,100,69.2,14.3,30.8,14.3,51.4,13.5,38.1,18.9,61.9,18.9,94.5,3.5,93.6,3.6,6.4,3.6,98.1,1.6,91.3,4.6,8.7,4.6,92.2,6.8,92.3,4.6,7.7,4.6,59.0,15.8,80.0,16.4,20.0,16.4,20.4,6.4,80.3,12.1,19.7,12.1,10.7,3.2,71.4,14.0,28.6,14.0,2.9,1.1,75.8,15.3,24.2,15.3,2645,432,(X),(X),(X),(X),23.7,5.6,75.4,13.6,24.6,13.6,1402,263,(X),(X),(X),(X),17.3,8.5,90.1,9.9,9.9,9.9,1243,259,(X),(X),(X),(X),30.9,8.3,66.1,19.7,33.9,19.7
620L200US15045,15045,"State House District 45 (2010), Hawaii",5382,670,94.2,2.3,5.8,2.3,1244,302,75.6,9.6,24.4,9.6,150,92,50.7,31.0,49.3,31.0,52.4,11.6,48.9,19.6,51.1,19.6,98.2,2.1,96.4,2.7,3.6,2.7,98.3,1.8,92.3,3.8,7.7,3.8,93.5,4.5,94.6,4.2,5.4,4.2,35.7,12.4,81.8,15.1,18.2,15.1,27.5,8.7,74.9,16.5,25.1,16.5,9.2,4.2,85.8,11.8,14.2,11.8,4.5,1.6,62.4,14.9,37.6,14.9,2557,368,(X),(X),(X),(X),25.1,7.1,76.3,13.8,23.7,13.8,1105,252,(X),(X),(X),(X),26.6,11.5,95.2,7.6,4.8,7.6,1452,272,(X),(X),(X),(X),23.9,7.4,60.2,19.7,39.8,19.7
620L200US15046,15046,"State House District 46 (2010), Hawaii",8176,657,90.2,2.8,9.8,2.8,2484,363,66.6,7.6,33.4,7.6,462,158,45.9,17.1,54.1,17.1,54.9,8.5,70.9,8.1,29.1,8.1,96.6,1.8,90.8,3.6,9.2,3.6,98.8,1.1,89.6,4.2,10.4,4.2,94.3,4.2,90.9,5.9,9.1,5.9,41.5,8.3,81.1,10.9,18.9,10.9,13.9,3.1,69.6,11.1,30.4,11.1,14.0,2.7,60.0,10.2,40.0,10.2,5.6,1.3,56.5,11.6,43.5,11.6,7336,776,(X),(X),(X),(X),15.3,3.0,72.1,10.7,27.9,10.7,4602,614,(X),(X),(X),(X),7.3,2.2,76.1,12.1,23.9,12.1,2734,361,(X),(X),(X),(X),28.8,6.7,70.4,13.9,29.6,13.9
620L200US15047,15047,"State House District 47 (2010), Hawaii",4838,580,77.8,5.1,22.2,5.1,2445,619,54.2,8.7,45.8,8.7,343,126,49.9,19.2,50.1,19.2,55.7,10.6,57.0,15.1,43.0,15.1,95.9,3.9,86.8,4.6,13.2,4.6,100.0,1.7,79.7,6.4,20.3,6.4,97.8,2.5,62.2,12.4,37.8,12.4,71.8,15.0,56.6,20.6,43.4,20.6,53.4,9.8,57.0,12.7,43.0,12.7,26.2,6.1,44.6,12.4,55.4,12.4,3.4,1.0,68.4,12.1,31.6,12.1,2871,576,(X),(X),(X),(X),54.2,8.4,56.3,12.7,43.7,12.7,1483,355,(X),(X),(X),(X),52.3,9.9,62.4,15.3,37.6,15.3,1388,402,(X),(X),(X),(X),56.1,14.1,50.2,19.2,49.8,19.2
620L200US15048,15048,"State House District 48 (2010), Hawaii",3203,405,67.2,6.5,32.8,6.5,1255,260,72.4,10.0,27.6,10.0,250,107,71.6,17.8,28.4,17.8,63.0,14.7,25.2,19.1,74.8,19.1,96.9,3.1,63.2,14.0,36.8,14.0,95.1,4.1,70.9,8.5,29.1,8.5,100.0,3.0,63.8,10.1,36.2,10.1,73.6,14.9,67.6,15.1,32.4,15.1,38.2,8.2,59.9,16.8,40.1,16.8,9.8,3.7,85.1,11.6,14.9,11.6,2.5,0.8,85.6,10.5,14.4,10.5,2238,299,(X),(X),(X),(X),40.4,7.4,63.5,13.2,36.5,13.2,1147,222,(X),(X),(X),(X),39.6,11.0,53.3,19.8,46.7,19.8,1091,205,(X),(X),(X),(X),41.2,9.1,73.8,14.5,26.2,14.5
620L200US15049,15049,"State House District 49 (2010), Hawaii",3184,388,56.6,5.9,43.4,5.9,1576,339,72.7,9.2,27.3,9.2,327,109,58.7,15.4,41.3,15.4,90.0,6.0,16.5,11.0,83.5,11.0,100.0,2.9,60.7,11.6,39.3,11.6,100.0,2.9,46.7,9.3,53.3,9.3,93.6,9.6,63.8,10.4,36.2,10.4,70.8,11.6,61.9,16.9,38.1,16.9,47.3,10.0,80.2,9.5,19.8,9.5,14.6,4.2,54.8,17.0,45.2,17.0,2.9,0.9,75.0,13.3,25.0,13.3,2246,379,(X),(X),(X),(X),49.7,9.1,72.9,11.4,27.1,11.4,1365,291,(X),(X),(X),(X),44.7,9.2,82.0,9.9,18.0,9.9,881,241,(X),(X),(X),(X),57.5,12.9,61.9,18.8,38.1,18.8
620L200US15050,15050,"State House District 50 (2010), Hawaii",4858,495,71.6,4.2,28.4,4.2,1982,391,71.1,7.7,28.9,7.7,391,145,52.2,20.1,47.8,20.1,50.4,12.0,42.6,13.2,57.4,13.2,95.9,3.6,82.5,6.0,17.5,6.0,100.0,1.8,65.1,7.4,34.9,7.4,91.0,8.3,55.6,9.6,44.4,9.6,37.3,13.4,66.1,17.3,33.9,17.3,20.7,5.0,80.1,11.5,19.9,11.5,12.5,4.2,62.8,17.5,37.2,17.5,5.0,1.3,57.9,14.6,42.1,14.6,5662,599,(X),(X),(X),(X),20.1,4.6,76.8,10.9,23.2,10.9,4007,490,(X),(X),(X),(X),11.7,4.9,70.5,19.5,29.5,19.5,1655,285,(X),(X),(X),(X),40.5,10.0,81.2,9.8,18.8,9.8
620L200US15051,15051,"State House District 51 (2010), Hawaii",3672,370,73.8,4.4,26.2,4.4,1064,201,76.8,7.8,23.2,7.8,248,105,52.8,20.5,47.2,20.5,60.1,12.8,29.9,14.3,70.1,14.3,87.7,6.3,69.7,7.3,30.3,7.3,93.2,6.3,67.8,6.8,32.2,6.8,83.0,9.4,83.5,7.2,16.5,7.2,60.0,11.3,66.7,16.7,33.3,16.7,34.1,9.5,91.0,7.1,9.0,7.1,13.0,4.0,60.5,17.0,39.5,17.0,3.5,0.9,67.9,13.7,32.1,13.7,1874,393,(X),(X),(X),(X),31.3,8.6,84.8,8.4,15.2,8.4,1238,297,(X),(X),(X),(X),28.8,9.4,83.5,11.4,16.5,11.4,636,177,(X),(X),(X),(X),36.0,12.4,86.9,10.6,13.1,10.6
