"title"
"Top U.S. Exports by State(Origin of Movement)"
"Top 25 6-digit HS Commodities Based on 2013 Dollar Value"

"statename","rank","hs6","abbreviatn","val2010","val2011","val2012","val2013","share10","share11","share12","share13","change"
"IDAHO",6,040210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5%",56.48,87.59,78.69,124.65,1.0953,1.4830,1.2859,2.1551,58.41
"IDAHO",7,940600,"PREFABRICATED BUILDINGS",32.66,84.18,121.40,117.89,0.6333,1.4253,1.9840,2.0383,-2.89
"IDAHO",8,310540,"AMMONIUM DIHYDROGENORTHOPHOSPHATE",93.66,134.43,97.70,100.15,1.8163,2.2761,1.5966,1.7315,2.51
"IDAHO",9,040410,"WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD S",64.45,102.93,117.76,91.78,1.2498,1.7428,1.9245,1.5869,-22.06
"IDAHO",10,480452,"KRAFT PR NESOI, NOT UN 225G/M2, BL, 95% W FIB",0.03,45.46,79.20,81.60,0.0005,0.7698,1.2942,1.4107,3.03
"IDAHO",11,370590,"PHOTO PLATES & FILM, EXPOS & DEVL, NESOI",61.46,87.97,75.20,68.91,1.1919,1.4896,1.2290,1.1915,-8.36
"IDAHO",12,260700,"LEAD ORES AND CONCENTRATES",113.91,163.20,14.16,64.65,2.2091,2.7632,0.2315,1.1178,356.50
"IDAHO",13,903090,"PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN",72.42,63.08,48.45,58.93,1.4044,1.0681,0.7918,1.0188,21.62
"IDAHO",14,110710,"MALT, NOT ROASTED",56.95,50.67,40.90,58.17,1.1045,0.8579,0.6684,1.0057,42.22
"IDAHO",15,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",34.98,49.73,43.54,55.91,0.6783,0.8420,0.7115,0.9666,28.41
"IDAHO",16,903082,"INST TO CHECK SEMICONDUCT WAFERS &SUCH THAT R",28.95,58.63,57.50,52.59,0.5615,0.9926,0.9397,0.9092,-8.55
"IDAHO",17,280920,"PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS",32.48,55.31,48.05,52.57,0.6299,0.9365,0.7852,0.9089,9.40
"IDAHO",18,280470,"PHOSPHORUS",2.56,26.25,43.11,51.36,0.0496,0.4444,0.7045,0.8879,19.14
"IDAHO",19,200410,"POTATOES, PREPARED ETC., NO VINEGAR ETC., FRO",19.33,17.45,34.51,38.69,0.3749,0.2955,0.5640,0.6690,12.11
"IDAHO",20,350220,"MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PRO",16.85,28.53,35.05,37.66,0.3267,0.4830,0.5728,0.6512,7.46
"IDAHO",21,120991,"VEGETABLE SEEDS FOR SOWING",27.07,35.57,41.42,37.39,0.5250,0.6023,0.6770,0.6465,-9.73
"IDAHO",22,210690,"FOOD PREPARATIONS NESOI",15.52,16.39,28.21,37.26,0.3009,0.2775,0.4610,0.6442,32.09
"IDAHO",23,170219,"LACTOSE IN SOLID FORM AND LACTOSE SYRUP, NESO",19.02,22.54,39.31,36.89,0.3689,0.3816,0.6424,0.6378,-6.15
"IDAHO",24,441890,"BUILDERS JOINERY AND CARPENTRY OF WOOD, NESOI",24.17,33.45,34.07,36.54,0.4688,0.5663,0.5568,0.6317,7.24
"IDAHO",25,930630,"CARTRIDGES AND PARTS THEREOF, NESOI",23.91,29.00,30.43,35.68,0.4637,0.4911,0.4974,0.6169,17.24
"ILLINOIS",0,000000,"World",50060.71,64831.16,68127.01,65848.65,3.9156,4.3796,4.4075,4.1706,-3.34
"ILLINOIS",0,000025,"Top 25",13002.89,18016.85,24056.13,23177.57,25.9742,27.7904,35.3107,35.1982,-3.65
"ILLINOIS",1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,2493.70,3933.06,0.0000,0.0000,3.6604,5.9729,57.72
"ILLINOIS",2,870410,"DUMPERS DESIGNED FOR OFF-HIGHWAY USE",2407.26,4168.05,5012.15,2598.12,4.8087,6.4291,7.3571,3.9456,-48.16
"ILLINOIS",3,120190,"SOYBEANS, NESOI",0.00,0.00,1365.08,2163.83,0.0000,0.0000,2.0037,3.2861,58.51
"ILLINOIS",4,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",254.59,558.61,621.57,1377.53,0.5086,0.8616,0.9124,2.0920,121.62
"ILLINOIS",5,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",469.63,566.11,757.94,1126.60,0.9381,0.8732,1.1125,1.7109,48.64
"ILLINOIS",6,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",974.34,891.82,909.61,1007.31,1.9463,1.3756,1.3352,1.5297,10.74
"ILLINOIS",7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",964.08,923.49,988.04,903.05,1.9258,1.4245,1.4503,1.3714,-8.60
"ILLINOIS",8,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",764.25,1033.57,1229.40,890.97,1.5266,1.5942,1.8046,1.3531,-27.53
"ILLINOIS",9,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",871.24,733.07,789.45,862.56,1.7404,1.1307,1.1588,1.3099,9.26
"ILLINOIS",10,843149,"PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.",729.37,911.53,838.01,682.85,1.4570,1.4060,1.2301,1.0370,-18.51
"ILLINOIS",11,100590,"CORN (MAIZE), OTHER THAN SEED CORN",436.65,733.80,511.98,657.03,0.8722,1.1319,0.7515,0.9978,28.33
"ILLINOIS",12,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",530.72,811.35,1072.94,642.89,1.0601,1.2515,1.5749,0.9763,-40.08
"ILLINOIS",13,843351,"COMBINE HARVESTER-THRESHERS",374.85,463.22,708.98,634.35,0.7488,0.7145,1.0407,0.9633,-10.53
"ILLINOIS",14,840999,"SPARK-IGNITION RECIPROCATING INT COM PISTN EN",499.13,697.59,667.82,618.91,0.9971,1.0760,0.9803,0.9399,-7.33
"ILLINOIS",15,853710,"CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10",495.62,595.32,596.42,573.74,0.9900,0.9183,0.8754,0.8713,-3.80
"ILLINOIS",16,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",224.90,336.53,303.26,532.11,0.4493,0.5191,0.4451,0.8081,75.46
"ILLINOIS",17,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",287.33,481.59,503.33,527.36,0.5740,0.7428,0.7388,0.8009,4.77
"ILLINOIS",18,860210,"DIESEL ELECTRIC LOCOMOTIVES",15.15,176.47,251.89,478.34,0.0303,0.2722,0.3697,0.7264,89.90
"ILLINOIS",19,850440,"STATIC CONVERTERS; ADP POWER SUPPLIES",316.56,373.52,415.13,459.99,0.6323,0.5761,0.6093,0.6986,10.81
"ILLINOIS",20,870130,"TRACK-LAYING TRACTORS",479.05,870.77,1378.85,431.23,0.9569,1.3431,2.0239,0.6549,-68.73
"ILLINOIS",21,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",409.17,437.76,431.14,427.91,0.8174,0.6752,0.6329,0.6498,-0.75
"ILLINOIS",22,840820,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN",466.19,571.20,453.92,421.51,0.9312,0.8811,0.6663,0.6401,-7.14
"ILLINOIS",23,381121,"ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MI",383.15,456.88,469.36,418.65,0.7654,0.7047,0.6889,0.6358,-10.80
"ILLINOIS",24,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",402.95,858.75,716.09,413.81,0.8049,1.3246,1.0511,0.6284,-42.21
"ILLINOIS",25,842952,"MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS",246.69,365.85,570.06,393.87,0.4928,0.5643,0.8368,0.5981,-30.91
"INDIANA",0,000000,"World",28764.26,32291.72,34431.32,34151.94,2.2499,2.1814,2.2275,2.1630,-0.81
"INDIANA",0,000025,"Top 25",13485.07,15228.26,18029.31,18524.40,46.8813,47.1584,52.3631,54.2411,2.75
"INDIANA",1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",2521.48,3312.27,4607.47,4914.20,8.7660,10.2573,13.3816,14.3892,6.66
"INDIANA",2,870840,"GEAR BOXES FOR MOTOR VEHICLES",1517.89,1821.14,1565.90,1882.41,5.2770,5.6397,4.5479,5.5119,20.21
"INDIANA",3,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",1068.88,983.50,953.19,1102.41,3.7160,3.0457,2.7684,3.2280,15.66
"INDIANA",4,871610,"TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAM",949.07,976.27,1025.56,1080.02,3.2995,3.0233,2.9786,3.1624,5.31
"INDIANA",5,840820,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN",715.84,844.90,1033.48,1044.42,2.4887,2.6165,3.0016,3.0582,1.06
"INDIANA",6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",813.00,932.09,1273.55,977.56,2.8264,2.8865,3.6988,2.8624,-23.24
"INDIANA",7,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",668.80,748.74,903.85,908.83,2.3251,2.3187,2.6251,2.6612,0.55
"INDIANA",8,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",626.37,635.96,798.93,843.24,2.1776,1.9694,2.3203,2.4691,5.55
"INDIANA",9,902131,"ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T",723.49,761.17,936.93,746.84,2.5152,2.3572,2.7211,2.1868,-20.29
"INDIANA",10,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",353.92,451.53,490.05,560.01,1.2304,1.3983,1.4233,1.6398,14.28
"INDIANA",11,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",424.62,381.75,482.02,468.72,1.4762,1.1822,1.3999,1.3725,-2.76
"INDIANA",12,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",425.40,567.37,591.63,408.73,1.4789,1.7570,1.7183,1.1968,-30.91
"INDIANA",13,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",346.17,336.90,347.33,380.60,1.2035,1.0433,1.0088,1.1144,9.58
"INDIANA",14,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",182.13,177.25,214.89,345.70,0.6332,0.5489,0.6241,1.0123,60.88
"INDIANA",15,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",275.13,290.77,346.40,339.75,0.9565,0.9004,1.0061,0.9948,-1.92
"INDIANA",16,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",19.22,16.13,223.30,321.39,0.0668,0.0500,0.6485,0.9411,43.93
"INDIANA",17,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",356.98,379.83,323.90,302.80,1.2410,1.1762,0.9407,0.8866,-6.51
"INDIANA",18,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",330.69,312.19,319.09,289.35,1.1497,0.9668,0.9267,0.8472,-9.32
"INDIANA",19,871639,"TRAILERS & SEMI-TRAILER F TRANS CDS NESOI",143.73,254.76,290.13,279.14,0.4997,0.7889,0.8426,0.8174,-3.79
"INDIANA",20,851712,"PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS",22.74,24.38,166.45,266.58,0.0791,0.0755,0.4834,0.7806,60.15
"INDIANA",21,841191,"TURBOJET AND TURBOPROLLER PARTS",60.00,142.23,216.38,262.00,0.2086,0.4404,0.6285,0.7672,21.08
"INDIANA",22,293712,"INSULIN AND ITS SALTS",415.84,354.61,322.29,251.68,1.4457,1.0982,0.9360,0.7369,-21.91
"INDIANA",23,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",246.05,180.38,181.05,192.75,0.8554,0.5586,0.5258,0.5644,6.46
"INDIANA",24,390740,"POLYCARBONATES, PR FMS",135.54,159.80,160.17,182.55,0.4712,0.4949,0.4652,0.5345,13.97
"INDIANA",25,293339,"CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI",142.07,182.36,255.37,172.69,0.4939,0.5647,0.7417,0.5057,-32.38
"IOWA",0,000000,"World",10879.76,13298.38,14635.71,13866.86,0.8510,0.8984,0.9469,0.8783,-5.25
"IOWA",0,000025,"Top 25",4442.31,5614.54,6943.29,6268.08,40.8310,42.2197,47.4407,45.2019,-9.72
"IOWA",1,870190,"TRACTORS, NESOI",744.59,935.20,1306.29,1066.06,6.8438,7.0324,8.9254,7.6878,-18.39
"IOWA",2,100590,"CORN (MAIZE), OTHER THAN SEED CORN",401.24,733.89,900.60,529.54,3.6879,5.5186,6.1534,3.8187,-41.20
"IOWA",3,020319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",287.26,362.66,365.50,512.91,2.6404,2.7271,2.4973,3.6988,40.33
"IOWA",4,020329,"MEAT OF SWINE, NESOI, FROZEN",436.20,601.55,618.86,434.57,4.0093,4.5235,4.2284,3.1338,-29.78
"IOWA",5,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG.",228.69,243.90,299.86,340.51,2.1020,1.8341,2.0488,2.4556,13.56
"IOWA",6,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",312.93,262.97,294.65,328.37,2.8762,1.9775,2.0133,2.3680,11.44
"IOWA",7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",260.50,270.91,306.63,271.56,2.3944,2.0372,2.0950,1.9584,-11.43
"IOWA",8,120190,"SOYBEANS, NESOI",0.00,0.00,407.83,239.38,0.0000,0.0000,2.7865,1.7262,-41.30
"IOWA",9,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",140.46,201.40,238.41,224.25,1.2910,1.5145,1.6290,1.6171,-5.94
"IOWA",10,170260,"FRUCTOSE, NESOI & SYRUP, OV 50% FRUCTOSE IN D",146.91,135.78,239.77,221.88,1.3503,1.0210,1.6382,1.6001,-7.46
"IOWA",11,870590,"SPECIAL PURPOSE VEHICLES, NESOI",65.93,104.93,149.85,213.69,0.6060,0.7890,1.0239,1.5410,42.60
"IOWA",12,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",158.31,158.12,156.06,170.87,1.4551,1.1890,1.0663,1.2322,9.48
"IOWA",13,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",146.58,210.10,266.26,161.87,1.3472,1.5799,1.8193,1.1673,-39.21
"IOWA",14,020649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",86.49,97.34,144.42,153.76,0.7949,0.7320,0.9868,1.1088,6.47
"IOWA",15,261310,"MOLYBDENUM ORES AND CONCENTRATES ROASTED",110.39,148.61,171.71,141.84,1.0146,1.1175,1.1732,1.0229,-17.40
"IOWA",16,120810,"FLOURS AND MEALS OF SOYBEANS",106.52,95.91,83.66,140.60,0.9790,0.7212,0.5716,1.0139,68.07
"IOWA",17,870130,"TRACK-LAYING TRACTORS",64.09,83.65,104.81,136.67,0.5891,0.6290,0.7161,0.9856,30.40
"IOWA",18,841810,"COMBINED REFRIGERATOR-FREEZERS W SEPARATE DOO",164.98,129.21,121.53,130.86,1.5164,0.9716,0.8303,0.9437,7.68
"IOWA",19,843390,"PARTS FOR HARVESTER, GRASS MOWERS, SORTING EG",52.00,86.37,71.64,130.77,0.4779,0.6495,0.4895,0.9431,82.55
"IOWA",20,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",81.16,117.01,123.60,126.70,0.7460,0.8799,0.8445,0.9137,2.50
"IOWA",21,020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",75.36,119.34,82.99,126.45,0.6927,0.8974,0.5670,0.9119,52.37
"IOWA",22,870840,"GEAR BOXES FOR MOTOR VEHICLES",86.43,83.66,77.18,125.22,0.7944,0.6291,0.5273,0.9030,62.25
"IOWA",23,842959,"MECH SHOVELS, EXCAVATORS AND SHOVEL LOADERS N",149.60,208.93,175.62,114.28,1.3750,1.5711,1.2000,0.8241,-34.93
"IOWA",24,842481,"AGRICULTURAL OR HORTICULTURAL MECH SPRAYERS E",109.24,164.19,139.28,112.76,1.0040,1.2346,0.9516,0.8131,-19.04
"IOWA",25,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET",26.46,58.90,96.28,112.71,0.2432,0.4429,0.6578,0.8128,17.07
"KANSAS",0,000000,"World",9899.68,11599.09,11696.22,12451.66,0.7743,0.7836,0.7567,0.7886,6.46
"KANSAS",0,000025,"Top 25",4942.77,5496.97,6887.23,7845.81,49.9286,47.3914,58.8843,63.0101,13.92
"KANSAS",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1994.28,2023.43,1997.72,1822.19,20.1449,17.4448,17.0800,14.6341,-8.79
"KANSAS",2,100199,"WHEAT AND MESLIN, NESOI",0.00,0.00,894.14,1453.08,0.0000,0.0000,7.6447,11.6698,62.51
"KANSAS",3,020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",397.57,523.30,569.37,798.74,4.0160,4.5116,4.8680,6.4147,40.28
"KANSAS",4,120190,"SOYBEANS, NESOI",0.00,0.00,616.18,795.56,0.0000,0.0000,5.2682,6.3892,29.11
"KANSAS",5,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",395.71,399.40,256.36,238.83,3.9972,3.4434,2.1918,1.9181,-6.84
"KANSAS",6,100590,"CORN (MAIZE), OTHER THAN SEED CORN",215.90,249.71,118.65,234.96,2.1809,2.1528,1.0144,1.8870,98.03
"KANSAS",7,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",331.26,539.34,259.26,215.79,3.3462,4.6498,2.2166,1.7330,-16.77
"KANSAS",8,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU",152.74,201.68,166.53,214.76,1.5429,1.7388,1.4238,1.7248,28.96
"KANSAS",9,020230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",150.04,214.83,224.68,208.38,1.5156,1.8521,1.9210,1.6735,-7.25
"KANSAS",10,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,345.27,185.26,0.0000,0.0000,2.9520,1.4878,-46.35
"KANSAS",11,852691,"RADIO NAVIGATIONAL AID APPARATUS",122.10,130.11,173.82,162.57,1.2334,1.1217,1.4861,1.3056,-6.47
"KANSAS",12,401194,"NEW PNUMAT RUB TIRE, CONST/INDUST VEH/MAC,RIM",86.91,115.87,150.76,158.96,0.8779,0.9989,1.2889,1.2766,5.44
"KANSAS",13,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",60.87,57.08,71.96,158.39,0.6149,0.4921,0.6153,1.2721,120.10
"KANSAS",14,410120,"WL HIDES&SKIN, WT/SKI<=8KG DRD/10 DRY-SALT/16",154.26,163.73,151.14,134.53,1.5583,1.4116,1.2922,1.0804,-10.99
"KANSAS",15,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",121.29,134.54,178.83,132.21,1.2252,1.1599,1.5289,1.0618,-26.07
"KANSAS",16,120810,"FLOURS AND MEALS OF SOYBEANS",5.77,22.37,40.46,108.77,0.0583,0.1929,0.3460,0.8736,168.82
"KANSAS",17,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET",87.54,117.08,97.88,105.50,0.8843,1.0094,0.8369,0.8472,7.78
"KANSAS",18,850231,"GENERATING SETS, ELECTRIC, WIND-POWERED",0.00,0.00,0.00,100.34,0.0000,0.0000,0.0000,0.8059,0.00
"KANSAS",19,020329,"MEAT OF SWINE, NESOI, FROZEN",16.60,65.18,76.51,96.47,0.1677,0.5619,0.6541,0.7747,26.09
"KANSAS",20,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",353.10,178.79,104.70,93.49,3.5668,1.5414,0.8951,0.7509,-10.70
"KANSAS",21,150210,"TALLOW OF BOVINE ANIMALS, SHEEP OR GOATS, NES",0.00,0.00,92.39,92.37,0.0000,0.0000,0.7899,0.7419,-0.02
"KANSAS",22,280429,"RARE GASES, OTHER THAN ARGON",101.35,148.04,107.21,89.11,1.0238,1.2763,0.9166,0.7157,-16.88
"KANSAS",23,850710,"LEAD-ACID BATTERIES OF A KIND USED FOR STG EN",74.02,90.08,89.36,87.09,0.7477,0.7766,0.7640,0.6994,-2.53
"KANSAS",24,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",64.39,69.22,70.10,79.46,0.6504,0.5968,0.5994,0.6381,13.34
"KANSAS",25,020220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",57.06,53.18,33.96,78.99,0.5763,0.4585,0.2904,0.6344,132.56
"KENTUCKY",0,000000,"World",19346.21,20080.25,22125.95,25285.49,1.5132,1.3565,1.4314,1.6015,14.28
"KENTUCKY",0,000025,"Top 25",8873.09,9097.97,11007.01,14331.65,45.8647,45.3081,49.7471,56.6793,30.20
"KENTUCKY",1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",3548.10,3516.87,3826.01,5622.29,18.3400,17.5141,17.2920,22.2352,46.95
"KENTUCKY",2,870323,"PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV",301.89,350.87,1174.87,1589.72,1.5604,1.7473,5.3099,6.2871,35.31
"KENTUCKY",3,870324,"PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC",639.10,508.23,529.65,1185.89,3.3035,2.5310,2.3938,4.6900,123.90
"KENTUCKY",4,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",671.41,584.78,793.00,869.26,3.4705,2.9122,3.5840,3.4378,9.62
"KENTUCKY",5,870422,"MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2",440.28,458.40,407.41,579.52,2.2758,2.2829,1.8413,2.2919,42.25
"KENTUCKY",6,700490,"DRWN/BLWN GLSS SHTS W/WO ABSRB/RFCT LYR N OTH",230.65,113.34,224.71,421.12,1.1922,0.5644,1.0156,1.6655,87.40
"KENTUCKY",7,391000,"SILICONES, IN PRIMARY FORMS",408.13,374.60,366.98,413.23,2.1096,1.8655,1.6586,1.6342,12.60
"KENTUCKY",8,220830,"WHISKIES",192.14,227.23,314.53,300.28,0.9931,1.1316,1.4215,1.1876,-4.53
"KENTUCKY",9,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",307.68,334.52,315.00,262.18,1.5904,1.6659,1.4237,1.0369,-16.77
"KENTUCKY",10,851762,"MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE",98.01,187.36,217.46,257.82,0.5066,0.9331,0.9828,1.0196,18.56
"KENTUCKY",11,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",140.21,250.67,256.79,251.16,0.7248,1.2483,1.1606,0.9933,-2.19
"KENTUCKY",12,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",177.87,201.38,175.31,249.86,0.9194,1.0029,0.7923,0.9881,42.52
"KENTUCKY",13,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",213.70,235.12,273.33,242.78,1.1046,1.1709,1.2353,0.9602,-11.18
"KENTUCKY",14,852349,"OPTICAL MEDIA FOR SOUND/OTHER PHENOMENA, RECO",0.00,0.00,227.41,218.29,0.0000,0.0000,1.0278,0.8633,-4.01
"KENTUCKY",15,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",124.20,145.98,100.51,197.05,0.6420,0.7270,0.4543,0.7793,96.05
"KENTUCKY",16,902190,"OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO",179.69,238.31,223.54,187.21,0.9288,1.1868,1.0103,0.7404,-16.25
"KENTUCKY",17,284420,"URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.",266.21,238.54,339.12,186.34,1.3760,1.1879,1.5327,0.7369,-45.05
"KENTUCKY",18,870830,"BRAKES AND SERVO-BREAKS; PARTS THEREOF",109.57,133.80,191.81,181.90,0.5664,0.6663,0.8669,0.7194,-5.17
"KENTUCKY",19,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",164.37,208.28,135.67,172.66,0.8496,1.0372,0.6132,0.6828,27.26
"KENTUCKY",20,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",132.47,184.43,182.18,171.55,0.6848,0.9185,0.8234,0.6785,-5.83
"KENTUCKY",21,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",228.01,161.00,159.11,161.70,1.1786,0.8018,0.7191,0.6395,1.63
"KENTUCKY",22,010121,"HORSES, LIVE, PUREBRED BREEDING",0.00,0.00,174.49,161.42,0.0000,0.0000,0.7886,0.6384,-7.49
"KENTUCKY",23,820900,"PLATES, STICKS TIPS ETC F TOOLS UNMOUNTD CERM",133.64,168.69,176.37,152.84,0.6908,0.8401,0.7971,0.6045,-13.34
"KENTUCKY",24,870432,"MTR VEH TRANS GDS SPK-IG IN C P ENG, GVW > 5",84.91,81.55,113.65,152.13,0.4389,0.4061,0.5137,0.6016,33.85
"KENTUCKY",25,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",80.85,194.03,108.10,143.45,0.4179,0.9663,0.4886,0.5673,32.70
"LOUISIANA",0,000000,"World",41370.69,54951.02,62892.63,63079.10,3.2359,3.7122,4.0689,3.9951,0.30
"LOUISIANA",0,000025,"Top 25",20766.61,30228.32,49916.73,50339.00,50.1964,55.0096,79.3682,79.8030,0.85
"LOUISIANA",1,271019,"PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO",8176.28,13750.41,18210.29,20882.53,19.7635,25.0230,28.9546,33.1053,14.67
"LOUISIANA",2,120190,"SOYBEANS, NESOI",0.00,0.00,12839.19,9676.01,0.0000,0.0000,20.4145,15.3395,-24.64
"LOUISIANA",3,100590,"CORN (MAIZE), OTHER THAN SEED CORN",4963.66,7169.75,4710.48,3309.68,11.9980,13.0475,7.4897,5.2469,-29.74
"LOUISIANA",4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0.00,0.00,2785.24,3083.09,0.0000,0.0000,4.4286,4.8877,10.69
"LOUISIANA",5,100199,"WHEAT AND MESLIN, NESOI",0.00,0.00,1264.20,2105.31,0.0000,0.0000,2.0101,3.3376,66.53
"LOUISIANA",6,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",1262.24,1221.19,1688.99,2000.82,3.0511,2.2223,2.6855,3.1719,18.46
"LOUISIANA",7,843143,"PARTS FOR BORING OR SINKING MACHINERY, NESOI",293.30,287.64,714.86,941.39,0.7090,0.5235,1.1366,1.4924,31.69
"LOUISIANA",8,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBS",291.74,499.11,510.76,692.93,0.7052,0.9083,0.8121,1.0985,35.67
"LOUISIANA",9,843049,"BORING OR SINKING MACH NESOI, NOT SELF-PROPEL",29.44,42.15,13.46,596.77,0.0712,0.0767,0.0214,0.9461,4332.23
"LOUISIANA",10,290250,"STYRENE",307.40,310.71,315.55,590.19,0.7430,0.5654,0.5017,0.9356,87.04
"LOUISIANA",11,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",0.00,0.00,488.05,544.26,0.0000,0.0000,0.7760,0.8628,11.52
"LOUISIANA",12,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",377.16,519.19,526.72,535.96,0.9117,0.9448,0.8375,0.8497,1.75
