statename,rank,hs6,abbreviatn,val2010,val2011,val2012,val2013,share10,share11,share12,share13,change
IDAHO,18,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",14.99,12.32,26.54,36.92,0.3632,0.2534,0.5155,0.6647,39.12
IDAHO,19,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",33.9,52.44,47.04,36.74,0.8215,1.0791,0.9137,0.6613,-21.9
IDAHO,20,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",0,0,28.6,35.78,0,0,0.5555,0.6441,25.1
IDAHO,21,851679,"OTHER ELECTROTHERMIC APPLIANCES, DOMESTIC",22.03,36.49,41.01,33.16,0.534,0.7509,0.7966,0.597,-19.14
IDAHO,22,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",41.63,36.26,69.09,32.06,1.009,0.7461,1.342,0.5772,-53.59
IDAHO,23,151419,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",15.45,21.01,25.33,29.81,0.3744,0.4323,0.4919,0.5367,17.72
IDAHO,24,710813,"GOLD, NONMONETARY, SEMIMANUFACTURED FORMS NES",0.76,1.13,7.4,27.94,0.0183,0.0232,0.1438,0.503,277.46
IDAHO,25,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,115.31,30.86,35.81,25.96,2.7945,0.6349,0.6956,0.4673,-27.51
ILLINOIS,0,0,World,108932.39,122059.25,126413.69,124875.04,5.6918,5.5279,5.5559,5.507,-1.22
ILLINOIS,0,25,Top 25,50178.34,54975.53,60339.83,60466.17,46.0638,45.04,47.732,48.4213,0.21
ILLINOIS,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,19243.04,23826.98,28621.08,28265.91,17.6651,19.5208,22.6408,22.6354,-1.24
ILLINOIS,2,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,8396.01,6799.6,8888.69,7907.06,7.7075,5.5707,7.0314,6.332,-11.04
ILLINOIS,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",3921.4,4603.37,3545.19,3810.74,3.5999,3.7714,2.8044,3.0516,7.49
ILLINOIS,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,2556.12,4018.99,3879.74,3400.57,2.3465,3.2927,3.0691,2.7232,-12.35
ILLINOIS,5,271121,"NATURAL GAS, GASEOUS",2786.35,2082.22,1159.75,1925.6,2.5579,1.7059,0.9174,1.542,66.04
ILLINOIS,6,220300,BEER MADE FROM MALT,1292.28,1361.11,1454.02,1514.74,1.1863,1.1151,1.1502,1.213,4.18
ILLINOIS,7,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",2425.98,2018.15,1852.53,1234.02,2.2271,1.6534,1.4655,0.9882,-33.39
ILLINOIS,8,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,756.51,853.7,936.33,1151.56,0.6945,0.6994,0.7407,0.9222,22.99
ILLINOIS,9,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",739.87,1019.87,1215.84,1029.84,0.6792,0.8356,0.9618,0.8247,-15.3
ILLINOIS,10,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1621.33,968.31,811.36,986.84,1.4884,0.7933,0.6418,0.7903,21.63
ILLINOIS,11,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",373.54,129.19,23.99,894.94,0.3429,0.1058,0.019,0.7167,3630.07
ILLINOIS,12,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,750.75,792.5,777.73,840.66,0.6892,0.6493,0.6152,0.6732,8.09
ILLINOIS,13,950450,"VIDEO GAME CONSOLES & MACH, EXC OF SUBHEAD 95",0,0,652.72,787.95,0,0,0.5163,0.631,20.72
ILLINOIS,14,281410,ANHYDROUS AMMONIA,628.29,861.85,805.37,767.53,0.5768,0.7061,0.6371,0.6146,-4.7
ILLINOIS,15,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,605.2,863.39,956.5,700.41,0.5556,0.7074,0.7566,0.5609,-26.77
ILLINOIS,16,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",598.3,628.54,558.6,681.72,0.5492,0.5149,0.4419,0.5459,22.04
ILLINOIS,17,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",541.22,655.6,755.38,628.16,0.4968,0.5371,0.5975,0.503,-16.84
ILLINOIS,18,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORU,522.01,610.44,591.52,577.11,0.4792,0.5001,0.4679,0.4622,-2.44
ILLINOIS,19,310420,POTASSIUM CHLORIDE,927.62,1337.43,679.69,559.56,0.8516,1.0957,0.5377,0.4481,-17.67
ILLINOIS,20,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",235.98,324.47,410.88,489.47,0.2166,0.2658,0.325,0.392,19.13
ILLINOIS,21,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",473.2,478.76,508.19,487.01,0.4344,0.3922,0.402,0.39,-4.17
ILLINOIS,22,870120,ROAD TRACTORS FOR SEMI-TRAILERS,295.17,253.68,283.94,471.67,0.271,0.2078,0.2246,0.3777,66.12
ILLINOIS,23,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,176.93,149.54,265.25,457.83,0.1624,0.1225,0.2098,0.3666,72.61
ILLINOIS,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,311.23,337.84,410.22,455.14,0.2857,0.2768,0.3245,0.3645,10.95
ILLINOIS,25,30617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",0,0,295.32,440.12,0,0,0.2336,0.3524,49.03
INDIANA,0,0,World,33149.51,39521.15,43271.41,45709.54,1.7321,1.7899,1.9018,2.0158,5.63
INDIANA,0,25,Top 25,11137.7,13874.73,17153.07,19398.64,33.5984,35.1071,39.6407,42.4389,13.09
INDIANA,1,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",2555.89,2464.19,2647.83,3359.84,7.7102,6.2351,6.1191,7.3504,26.89
INDIANA,2,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",497.25,979.46,1929.93,2212.67,1.5,2.4783,4.4601,4.8407,14.65
INDIANA,3,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,858.94,971.58,1487.62,1432.12,2.5911,2.4584,3.4379,3.1331,-3.73
INDIANA,4,870840,GEAR BOXES FOR MOTOR VEHICLES,727.07,1004.96,1080.37,1208.42,2.1933,2.5428,2.4967,2.6437,11.85
INDIANA,5,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1205.31,1239.56,1385.4,1077.54,3.636,3.1364,3.2017,2.3574,-22.22
INDIANA,6,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,573.27,650.02,811.41,993.35,1.7293,1.6447,1.8752,2.1732,22.42
INDIANA,7,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",0.36,580.92,740.56,935.63,0.0011,1.4699,1.7114,2.0469,26.34
INDIANA,8,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,615.92,670.74,862.03,848.51,1.858,1.6972,1.9922,1.8563,-1.57
INDIANA,9,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,579.47,720.77,866.36,715.92,1.748,1.8238,2.0022,1.5662,-17.37
INDIANA,10,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",444.76,533.16,742.17,708.85,1.3417,1.3491,1.7151,1.5508,-4.49
INDIANA,11,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",50.2,64.17,0,648.78,0.1514,0.1624,0,1.4193,0
INDIANA,12,310420,POTASSIUM CHLORIDE,153.51,197.48,498.14,582.71,0.4631,0.4997,1.1512,1.2748,16.98
INDIANA,13,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,86.38,78.46,185.59,433.43,0.2606,0.1985,0.4289,0.9482,133.55
INDIANA,14,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",203.44,106.24,246.57,410.04,0.6137,0.2688,0.5698,0.8971,66.3
INDIANA,15,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",359.65,357.62,399.21,409.79,1.0849,0.9049,0.9226,0.8965,2.65
INDIANA,16,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,313.17,326.57,345.57,407.74,0.9447,0.8263,0.7986,0.892,17.99
INDIANA,17,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY,133.4,228.64,304.7,407.36,0.4024,0.5785,0.7042,0.8912,33.69
INDIANA,18,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,223.43,268.51,312.09,404.62,0.674,0.6794,0.7212,0.8852,29.65
INDIANA,19,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,241.67,268.74,445.03,385.41,0.729,0.68,1.0285,0.8432,-13.4
INDIANA,20,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,281.86,336.43,344.05,375.31,0.8503,0.8513,0.7951,0.8211,9.09
INDIANA,21,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,258.31,898.62,432.76,338.62,0.7792,2.2738,1.0001,0.7408,-21.75
INDIANA,22,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,248.77,381.81,383.74,296.84,0.7504,0.9661,0.8868,0.6494,-22.65
INDIANA,23,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",133.71,169.24,243.49,280.55,0.4034,0.4282,0.5627,0.6138,15.22
INDIANA,24,740811,"COPPER WIRE, REFINED COPPER OVER 6MM MAX CR-S",182.93,195.45,257.2,263.47,0.5518,0.4945,0.5944,0.5764,2.44
INDIANA,25,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,209.05,181.4,201.26,261.13,0.6306,0.459,0.4651,0.5713,29.74
IOWA,0,0,World,7091.19,8240.76,9432.7,9488.28,0.3705,0.3732,0.4146,0.4184,0.59
IOWA,0,25,Top 25,2444.88,2721.92,3310,3636.58,34.4777,33.0299,35.0907,38.3271,9.87
IOWA,1,271121,"NATURAL GAS, GASEOUS",708.58,566.99,419.37,572.6,9.9924,6.8803,4.4459,6.0348,36.54
IOWA,2,151411,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",158.41,213.33,261.05,218.65,2.2339,2.5888,2.7675,2.3044,-16.24
IOWA,3,310420,POTASSIUM CHLORIDE,184.36,319.08,252.7,214.24,2.5998,3.8719,2.679,2.2579,-15.22
IOWA,4,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,146.79,213,267.14,203.96,2.0701,2.5847,2.8321,2.1496,-23.65
IOWA,5,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",132.77,184.99,229.28,202.38,1.8723,2.2449,2.4307,2.1329,-11.73
IOWA,6,961900,SANITARY TOWELS AND TAMPONS DIAPERS FOR BABIE,0,0,157.09,180.11,0,0,1.6653,1.8982,14.65
IOWA,7,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET",60.45,32.37,131.23,163.19,0.8524,0.3928,1.3913,1.7199,24.35
IOWA,8,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",99.36,107.56,152.6,143.08,1.4011,1.3052,1.6178,1.508,-6.24
IOWA,9,870120,ROAD TRACTORS FOR SEMI-TRAILERS,54.36,144.31,146.11,142.58,0.7666,1.7512,1.549,1.5027,-2.42
IOWA,10,100490,"OATS, NESOI",0,0,121.88,137.42,0,0,1.2921,1.4483,12.75
IOWA,11,281410,ANHYDROUS AMMONIA,57.49,82.95,67.52,129.42,0.8108,1.0066,0.7158,1.364,91.69
IOWA,12,843390,"PARTS FOR HARVESTER, GRASS MOWERS, SORTING EG",52.54,77.73,102.41,128.86,0.7409,0.9433,1.0857,1.3581,25.83
IOWA,13,870190,"TRACTORS, NESOI",35.76,41.43,67.37,119.07,0.5043,0.5027,0.7143,1.2549,76.73
IOWA,14,350300,"GELATIN & DERIV; ISINGLASS; GLUES, ANIMAL OR",67.96,68.78,91.97,109.43,0.9584,0.8347,0.975,1.1533,18.98
IOWA,15,10391,"SWINE, LIVE, NESOI, WEIGHING LESS THAN 50 KG",136.35,133.58,125.48,105.56,1.9228,1.621,1.3302,1.1126,-15.87
IOWA,16,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,76,62.65,85.88,105.02,1.0717,0.7602,0.9104,1.1068,22.29
IOWA,17,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",45.44,57.7,91.33,102.08,0.6409,0.7001,0.9682,1.0758,11.77
IOWA,18,842890,"LIFTING, HANDLING, LOADING & UNLOADING MACHY",56.86,36.16,42.59,97.31,0.8019,0.4388,0.4515,1.0256,128.51
IOWA,19,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",98.7,89.06,91.32,95.65,1.3919,1.0807,0.9682,1.0081,4.74
IOWA,20,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",96.45,90.33,99.66,91.03,1.3601,1.0961,1.0566,0.9594,-8.67
IOWA,21,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,27.09,31.83,50.51,89.56,0.382,0.3863,0.5355,0.9439,77.32
IOWA,22,841229,HYDRAULIC POWER ENGINES & MOTORS EX LINEAR AC,53.31,64.6,84.54,80.07,0.7518,0.7839,0.8962,0.8439,-5.29
IOWA,23,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",19.08,26.95,60.46,72,0.2691,0.327,0.6409,0.7588,19.1
IOWA,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,50.88,43.13,46.59,69.31,0.7175,0.5233,0.4939,0.7305,48.78
IOWA,25,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,25.88,33.41,63.92,64.01,0.365,0.4055,0.6776,0.6746,0.15
KANSAS,0,0,World,10826.26,9791.84,10878.92,10753.21,0.5657,0.4435,0.4781,0.4742,-1.16
KANSAS,0,25,Top 25,4602.21,4329.71,5137.48,4841.63,42.5097,44.2175,47.2242,45.025,-5.76
KANSAS,1,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",459.42,585.22,737.48,1071.49,4.2435,5.9766,6.779,9.9644,45.29
KANSAS,2,852691,RADIO NAVIGATIONAL AID APPARATUS,1288.12,977.93,1386.27,825.61,11.8981,9.9872,12.7427,7.6778,-40.44
KANSAS,3,640299,"FOOTWEAR, OUTER SOLE & UPPER RUBBER OR PLAST",341.46,338.38,355.25,322.72,3.154,3.4558,3.2655,3.0011,-9.16
KANSAS,4,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",378.51,368.38,339.31,319.11,3.4962,3.7621,3.119,2.9676,-5.95
KANSAS,5,281410,ANHYDROUS AMMONIA,104.64,181.6,187.84,210.3,0.9665,1.8546,1.7266,1.9557,11.96
KANSAS,6,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",162.76,149.46,131.97,192.78,1.5034,1.5264,1.2131,1.7927,46.07
KANSAS,7,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER",3.76,8.21,165.55,155.79,0.0347,0.0839,1.5217,1.4487,-5.9
KANSAS,8,841121,"TURBOPROPELLERS OF A POWER NOT EXCEEDING 1,10",124.98,116.34,111.56,143.03,1.1544,1.1881,1.0254,1.3301,28.22
KANSAS,9,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",145.46,139.41,158.93,134.7,1.3436,1.4237,1.4609,1.2527,-15.25
KANSAS,10,870840,GEAR BOXES FOR MOTOR VEHICLES,316.88,116.33,180.65,129.26,2.927,1.188,1.6606,1.2021,-28.45
KANSAS,11,290124,"BUTA-1, 3-DIENE AND ISOPRENE",123.06,166.17,74.62,115.62,1.1367,1.697,0.6859,1.0752,54.95
KANSAS,12,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",178.47,164.59,95.44,108.61,1.6485,1.6809,0.8773,1.01,13.81
KANSAS,13,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,230.94,165.52,117.44,105.51,2.1331,1.6904,1.0796,0.9812,-10.16
KANSAS,14,730519,"PIPE, OIL LINE ETC OV16IN IR OR STEEL, CLOSE",103.49,0.03,0,100.04,0.9559,0.0003,0,0.9303,0
KANSAS,15,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",90.48,100.01,119.58,97.81,0.8357,1.0213,1.0992,0.9095,-18.21
KANSAS,16,640291,"FOOTWEAR O SOLE UPP RUB OR PLAST NESOI, ANKL",61.95,81.35,82.8,94.88,0.5722,0.8308,0.7611,0.8824,14.59
KANSAS,17,540245,"YARN,SGL,UNTWST/TWST GT=50TN/M; NYLON/POLYAMD",63.8,93.75,90.69,90.96,0.5893,0.9575,0.8337,0.8458,0.29
KANSAS,18,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,134.93,165.35,192.14,87.64,1.2463,1.6886,1.7661,0.815,-54.39
KANSAS,19,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",22.99,129.81,222.85,85.91,0.2123,1.3257,2.0484,0.799,-61.45
KANSAS,20,392690,"ARTICLES OF PLASTICS, NESOI",51.62,56.74,70.54,80.76,0.4768,0.5794,0.6484,0.751,14.49
KANSAS,21,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",32.1,41.95,65.63,77.42,0.2965,0.4284,0.6032,0.72,17.97
KANSAS,22,841191,TURBOJET AND TURBOPROLLER PARTS,38.41,52.58,63.65,76.94,0.3547,0.537,0.585,0.7155,20.88
KANSAS,23,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,29.69,46.89,67.06,72.9,0.2742,0.4789,0.6164,0.6779,8.71
KANSAS,24,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",1.86,7.48,20.55,71.46,0.0172,0.0764,0.1889,0.6645,247.65
KANSAS,25,841111,TURBOJETS OF A THRUST NOT EXCEEDING 25 KN,112.47,76.24,99.72,70.41,1.0388,0.7786,0.9166,0.6547,-29.39
KENTUCKY,0,0,World,32091.76,31969.85,34722.77,37839.4,1.6768,1.4479,1.5261,1.6687,8.98
KENTUCKY,0,25,Top 25,14829.2,14304.07,16089.34,18157.37,46.2087,44.7424,46.3366,47.9854,12.85
KENTUCKY,1,841191,TURBOJET AND TURBOPROLLER PARTS,1541.2,1948.8,2378.29,2678.51,4.8025,6.0957,6.8494,7.0786,12.62
KENTUCKY,2,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",974.64,1009.41,1776.18,2164.95,3.037,3.1574,5.1153,5.7214,21.89
KENTUCKY,3,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,2797.04,3721.59,2363.89,1859.76,8.7157,11.6409,6.8079,4.9149,-21.33
KENTUCKY,4,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",785.9,811.35,1107.52,1503.83,2.4489,2.5379,3.1896,3.9742,35.78
KENTUCKY,5,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,482.58,290.23,955.67,1082.92,1.5038,0.9078,2.7523,2.8619,13.31
KENTUCKY,6,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,5.58,3.5,4.64,919.38,0.0174,0.011,0.0134,2.4297,19702.46
KENTUCKY,7,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",852.09,952.71,1137.9,745.98,2.6552,2.98,3.2771,1.9714,-34.44
KENTUCKY,8,284420,URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.,611.97,785.17,712.05,729.7,1.9069,2.456,2.0507,1.9284,2.48
KENTUCKY,9,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,281.2,315.99,322.66,582.58,0.8762,0.9884,0.9293,1.5396,80.55
KENTUCKY,10,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",730.72,677.42,616.78,576.22,2.277,2.1189,1.7763,1.5228,-6.58
KENTUCKY,11,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,2350.71,514.53,748.77,509.53,7.325,1.6094,2.1564,1.3465,-31.95
KENTUCKY,12,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",340.63,337.81,454.03,501.99,1.0614,1.0567,1.3076,1.3266,10.56
KENTUCKY,13,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",322.22,299.32,394.36,501.99,1.0041,0.9363,1.1357,1.3266,27.29
KENTUCKY,14,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,168.75,254.46,279.58,433.85,0.5258,0.7959,0.8052,1.1466,55.18
KENTUCKY,15,841199,GAS TURBINE PARTS NESOI,226.61,273.48,394.5,374.63,0.7061,0.8554,1.1361,0.99,-5.04
KENTUCKY,16,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,224.34,218.97,302.07,357.26,0.6991,0.6849,0.8699,0.9441,18.27
KENTUCKY,17,870840,GEAR BOXES FOR MOTOR VEHICLES,181.35,23.69,139.31,347.91,0.5651,0.0741,0.4012,0.9194,149.74
KENTUCKY,18,760120,UNWROUGHT ALUMINUM ALLOYS,383.34,443.54,326.5,320.76,1.1945,1.3874,0.9403,0.8477,-1.76
KENTUCKY,19,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",389.9,321.44,284.75,318.33,1.215,1.0055,0.8201,0.8413,11.79
KENTUCKY,20,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,160.91,174.01,219.13,315.4,0.5014,0.5443,0.6311,0.8335,43.94
KENTUCKY,21,300220,VACCINES FOR HUMAN MEDICINE,429.82,268.65,262.4,298.15,1.3394,0.8403,0.7557,0.7879,13.62
KENTUCKY,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,97.74,96.53,153.4,265.22,0.3046,0.3019,0.4418,0.7009,72.9
KENTUCKY,23,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",144.12,192.19,237.68,259.36,0.4491,0.6012,0.6845,0.6854,9.12
KENTUCKY,24,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,200.49,221.89,282.49,255.31,0.6247,0.6941,0.8136,0.6747,-9.62
KENTUCKY,25,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",145.33,147.36,234.78,253.85,0.4529,0.4609,0.6761,0.6709,8.13
LOUISIANA,0,0,World,60914.81,82651.76,80811.73,66087.47,3.1828,3.7432,3.5517,2.9145,-18.22
LOUISIANA,0,25,Top 25,53832.14,73684.11,73803.69,59572.11,88.3728,89.1501,91.3279,90.1413,-19.28
LOUISIANA,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,44030.01,58588.81,58028.63,42410.49,72.2813,70.8863,71.8072,64.1733,-26.91
LOUISIANA,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,6448.44,10056.41,9443.4,11152.82,10.586,12.1672,11.6857,16.8758,18.1
LOUISIANA,3,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,1224.73,1442.59,0,0,1.5155,2.1829,17.79
LOUISIANA,4,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",677.71,1063.88,669.02,600.48,1.1126,1.2872,0.8279,0.9086,-10.24
LOUISIANA,5,290511,METHANOL (METHYL ALCOHOL),337.02,487.12,458.1,554.85,0.5533,0.5894,0.5669,0.8396,21.12
LOUISIANA,6,151190,"PALM OIL, REFINED BUT NOT CHEMICALLY MODIFIED",343.6,574.18,550.46,449.36,0.5641,0.6947,0.6812,0.6799,-18.37
LOUISIANA,7,281410,ANHYDROUS AMMONIA,342.14,527.19,506.02,434.26,0.5617,0.6378,0.6262,0.6571,-14.18
LOUISIANA,8,400122,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),376.95,610.49,448.97,362.02,0.6188,0.7386,0.5556,0.5478,-19.37
LOUISIANA,9,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",172.93,198.14,741.78,276.02,0.2839,0.2397,0.9179,0.4177,-62.79
LOUISIANA,10,290220,BENZENE,207.21,229.27,282.38,274.65,0.3402,0.2774,0.3494,0.4156,-2.74
LOUISIANA,11,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,10,84.89,106.05,208.6,0.0164,0.1027,0.1312,0.3156,96.71
LOUISIANA,12,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",45.06,40.43,43.56,155.75,0.074,0.0489,0.0539,0.2357,257.52
LOUISIANA,13,310420,POTASSIUM CHLORIDE,101.15,140.08,155.73,130.87,0.166,0.1695,0.1927,0.198,-15.96
LOUISIANA,14,720241,FERROCHROMIUM OVER 4 PERCENT CARBON,8.39,25.85,48.36,118.07,0.0138,0.0313,0.0598,0.1787,144.13
LOUISIANA,15,290129,"ACYCLIC HYDROCARBONS, UNSATURATED NESOI",101.19,116.08,151.86,112.01,0.1661,0.1404,0.1879,0.1695,-26.24
LOUISIANA,16,290122,PROPENE (PROPYLENE),98.04,105.73,104.82,110.26,0.1609,0.1279,0.1297,0.1668,5.19
LOUISIANA,17,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,111.26,98.38,127.27,109.27,0.1826,0.119,0.1575,0.1653,-14.15
LOUISIANA,18,260600,ALUMINUM ORES AND CONCENTRATES,4.46,55.52,111.05,98.59,0.0073,0.0672,0.1374,0.1492,-11.22
LOUISIANA,19,848190,PTS F TAPS ETC F PIPE VAT INC PRESS & THERMO,50.63,66.71,85.56,91.42,0.0831,0.0807,0.1059,0.1383,6.85
LOUISIANA,20,90112,"COFFEE, NOT ROASTED, DECAFFEINATED",12.38,97.18,77.13,90.08,0.0203,0.1176,0.0954,0.1363,16.79
LOUISIANA,21,151311,"COCONUT (COPRA) OIL, CRUDE, NOT CHEMICLLY MOD",167.95,261.28,128.62,83.4,0.2757,0.3161,0.1592,0.1262,-35.16
LOUISIANA,22,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,75.68,28.27,92.29,78.81,0.1242,0.0342,0.1142,0.1192,-14.61
LOUISIANA,23,151319,"COCONUT (COPRA) OIL, REFINED, NT CHEMCLLY MOD",19.73,62.71,62.73,78.27,0.0324,0.0759,0.0776,0.1184,24.77
LOUISIANA,24,271311,"PETROLEUM COKE, NOT CALCINED",11.73,56.82,50.88,77.93,0.0193,0.0687,0.063,0.1179,53.15
LOUISIANA,25,843143,"PARTS FOR BORING OR SINKING MACHINERY, NESOI",78.49,108.68,104.28,71.24,0.1289,0.1315,0.129,0.1078,-31.68
MASSACHUSETTS,0,0,World,30682.97,33367.51,32975.45,34309.3,1.6032,1.5112,1.4493,1.5131,4.04
MASSACHUSETTS,0,25,Top 25,9867.94,11909.22,13600.87,14853.23,32.161,35.6911,41.2454,43.2921,9.21
MASSACHUSETTS,1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",0,0,2569.63,2702.2,0,0,7.7926,7.876,5.16
MASSACHUSETTS,2,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",1622.98,2785.12,2576.22,1927.67,5.2895,8.3468,7.8125,5.6185,-25.17
